timestep,episode,env_instance,pid,reward_sum,safety_sum,MG1_overvoltage,MG1_undervoltage,MG1_overloading,MG1_safety_sum,MG2_overvoltage,MG2_undervoltage,MG2_overloading,MG2_safety_sum,MG3_overvoltage,MG3_undervoltage,MG3_overloading,MG3_safety_sum,MG1_q_setpoint_sum,MG2_q_setpoint_sum,MG3_q_setpoint_sum
361,0,a4dfa41f,30105,-166.73147034085417,2.6367072449988385,0.33875583942408505,0.0,0.0,0.33875583942408505,1.8629525159910076,0.0,0.0,1.8629525159910076,0.4349988895837458,0.0,0.0,0.4349988895837458,-1.7451509833335876,0.7372098565101624,-1.5526937246322632
362,0,a4dfa41f,30105,-153.82162070863325,2.1804536652121715,0.0,0.0,0.0,0.0,1.7425252558705357,0.0,0.0,1.7425252558705357,0.437928409341636,0.0,0.0,0.437928409341636,-2.6372655630111694,0.7869678139686584,0.7921282052993774
363,0,a4dfa41f,30105,-218.26220553778072,2.7283617088563212,0.43800934856242013,0.0,0.0,0.43800934856242013,1.6617777501338185,0.0,0.0,1.6617777501338185,0.6285746101600824,0.0,0.0,0.6285746101600824,-0.15105414390563965,0.9487993717193604,-0.22286880016326904
364,0,a4dfa41f,30105,-203.9272372298171,3.5760687501155326,0.0,0.9508188166615574,0.0,0.9508188166615574,0.0,1.0663772369145814,0.0,1.0663772369145814,0.0,1.5588726965393938,0.0,1.5588726965393938,-1.2735573649406433,-1.0707703828811646,-2.237683653831482
365,0,a4dfa41f,30105,-1280.6356950973814,60.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0923662781715393,-0.6303937435150146,-2.92810720205307
366,0,a4dfa41f,30105,-257.057722059887,4.950701921281275,0.9726127356853453,0.0,0.0,0.9726127356853453,2.860787322952877,0.0,0.0,2.860787322952877,1.1173018626430526,0.0,0.0,1.1173018626430526,-2.240376889705658,1.2193551659584045,-1.115330159664154
367,0,a4dfa41f,30105,-188.72527023215943,4.093361940719663,0.0,1.6955527969131188,0.0,1.6955527969131188,0.0,0.8666586695121915,0.0,0.8666586695121915,0.0,1.5311504742943525,0.0,1.5311504742943525,-1.4842443466186523,1.0436140298843384,-0.3574718236923218
368,0,a4dfa41f,30105,-90.98897478908997,2.6061310106355213,0.4860537113420238,0.0,0.0,0.4860537113420238,1.709626377247242,0.0,0.0,1.709626377247242,0.41045092204625533,0.0,0.0,0.41045092204625533,0.6331976056098938,0.9439877867698669,-0.6937423646450043
369,0,a4dfa41f,30105,-1383.9961946485564,60.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,-1.2357317805290222,-1.534427523612976,-0.9034410119056702
370,0,a4dfa41f,30105,-107.87810622341931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8403578400611877,-2.3949180841445923,-0.8772447109222412
371,0,a4dfa41f,30105,-320.55747410123104,6.372037878286888,1.4351108418952971,0.0,0.0,1.4351108418952971,3.28469434251756,0.0,0.0,3.28469434251756,1.6522326938740306,0.0,0.0,1.6522326938740306,-0.6213090717792511,-0.3295222520828247,-0.14124780893325806
372,0,a4dfa41f,30105,-1329.1319848522544,60.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,-1.4778835773468018,0.09039735794067383,-0.7108340263366699
