timestep,episode,env_instance,pid,reward_sum,safety_sum,MG1_overvoltage,MG1_undervoltage,MG1_overloading,MG1_safety_sum,MG2_overvoltage,MG2_undervoltage,MG2_overloading,MG2_safety_sum,MG3_overvoltage,MG3_undervoltage,MG3_overloading,MG3_safety_sum
505,1,6d2f089b,26907,-98.36066704764937,1.0012281773239118,0.09843752021842356,0.0,0.0,0.09843752021842356,0.9027906571054882,0.0,0.0,0.9027906571054882,0.0,0.0,0.0,0.0
506,1,6d2f089b,26907,-94.1665431155801,0.7915219825410846,0.016982811897677363,0.0,0.0,0.016982811897677363,0.7745391706434073,0.0,0.0,0.7745391706434073,0.0,0.0,0.0,0.0
507,1,6d2f089b,26907,-95.90003820419754,0.8781967266504427,0.05474904683883475,0.0,0.0,0.05474904683883475,0.8234476798116079,0.0,0.0,0.8234476798116079,0.0,0.0,0.0,0.0
508,1,6d2f089b,26907,-98.5369025793065,1.0100399586199647,0.10988750864628383,0.0,0.0,0.10988750864628383,0.9001524499736808,0.0,0.0,0.9001524499736808,0.0,0.0,0.0,0.0
509,1,6d2f089b,26907,-101.96214085267412,1.1813018942340483,0.17815757932172294,0.0,0.0,0.17815757932172294,1.0031443149123254,0.0,0.0,1.0031443149123254,0.0,0.0,0.0,0.0
510,1,6d2f089b,26907,-109.28758048280733,1.5475738249864754,0.29106225394003693,0.0,0.0,0.29106225394003693,1.1712253850818464,0.0,0.0,1.1712253850818464,0.08528618596459214,0.0,0.0,0.08528618596459214
511,1,6d2f089b,26907,-118.13456225639455,1.9899229558764622,0.4113404289636269,0.0,0.0,0.4113404289636269,1.3541890612531489,0.0,0.0,1.3541890612531489,0.22439346565968643,0.0,0.0,0.22439346565968643
512,1,6d2f089b,26907,-125.64382866482728,2.3653862749147354,0.514960791916512,0.0,0.0,0.514960791916512,1.5087754830252746,0.0,0.0,1.5087754830252746,0.34164999997294854,0.0,0.0,0.34164999997294854
513,1,6d2f089b,26907,-127.97832921254816,2.482111272323312,0.5459026115681782,0.0,0.0,0.5459026115681782,1.5591152566526663,0.0,0.0,1.5591152566526663,0.37709340410246717,0.0,0.0,0.37709340410246717
514,1,6d2f089b,26907,-131.3562723797903,2.6510084669028293,0.5909754702528223,0.0,0.0,0.5909754702528223,1.6308930354221265,0.0,0.0,1.6308930354221265,0.42913996122788034,0.0,0.0,0.42913996122788034
515,1,6d2f089b,26907,-132.6340872726467,2.7148992010119235,0.6074662089294314,0.0,0.0,0.6074662089294314,1.6598390662287807,0.0,0.0,1.6598390662287807,0.44759392585371116,0.0,0.0,0.44759392585371116
516,1,6d2f089b,26907,-130.54631119384658,2.6105103665732265,0.5796053149067333,0.0,0.0,0.5796053149067333,1.6194257558161418,0.0,0.0,1.6194257558161418,0.41147929585035103,0.0,0.0,0.41147929585035103
517,1,6d2f089b,26907,-123.85297150936562,2.2758434251217423,0.4882410943907822,0.0,0.0,0.4882410943907822,1.4874423039719133,0.0,0.0,1.4874423039719133,0.30016002675904674,0.0,0.0,0.30016002675904674
518,1,6d2f089b,26907,-112.26861781773779,1.6966257432081435,0.32841053302625545,0.0,0.0,0.32841053302625545,1.256600670906569,0.0,0.0,1.256600670906569,0.11161453927531917,0.0,0.0,0.11161453927531917
519,1,6d2f089b,26907,-102.14703385417533,1.190546528880669,0.16689348660423597,0.0,0.0,0.16689348660423597,1.023653042276433,0.0,0.0,1.023653042276433,0.0,0.0,0.0,0.0
520,1,6d2f089b,26907,-99.72009299344113,1.06919948274522,0.11882034172465228,0.0,0.0,0.11882034172465228,0.9503791410205678,0.0,0.0,0.9503791410205678,0.0,0.0,0.0,0.0
521,1,6d2f089b,26907,-100.17419618106149,1.09190463397529,0.13148289529448642,0.0,0.0,0.13148289529448642,0.9604217386808036,0.0,0.0,0.9604217386808036,0.0,0.0,0.0,0.0
522,1,6d2f089b,26907,-100.97397735272034,1.1318937118393024,0.1498401046821134,0.0,0.0,0.1498401046821134,0.982053607157189,0.0,0.0,0.982053607157189,0.0,0.0,0.0,0.0
523,1,6d2f089b,26907,-104.24216869562179,1.2953032470264125,0.21273852805662674,0.0,0.0,0.21273852805662674,1.0712201289997136,0.0,0.0,1.0712201289997136,0.01134458997007215,0.0,0.0,0.01134458997007215
524,1,6d2f089b,26907,-107.09842594609313,1.4381161621666476,0.252427770799895,0.0,0.0,0.252427770799895,1.128638922076557,0.0,0.0,1.128638922076557,0.05704946929019572,0.0,0.0,0.05704946929019572
525,1,6d2f089b,26907,-109.28613706542103,1.5475016495715064,0.27948018305620526,0.0,0.0,0.27948018305620526,1.1719451569719948,0.0,0.0,1.1719451569719948,0.09607630954330637,0.0,0.0,0.09607630954330637
526,1,6d2f089b,26907,-112.15384178425397,1.6908869048610577,0.31554211472999394,0.0,0.0,0.31554211472999394,1.2360940749764608,0.0,0.0,1.2360940749764608,0.13925071515460297,0.0,0.0,0.13925071515460297
527,1,6d2f089b,26907,-116.25053613075254,1.8957216249790165,0.3687987138996538,0.0,0.0,0.3687987138996538,1.3260215207686363,0.0,0.0,1.3260215207686363,0.2009013903107264,0.0,0.0,0.2009013903107264
528,1,6d2f089b,26907,-108.38452414273195,1.502421026526861,0.2635417052265012,0.0,0.0,0.2635417052265012,1.1680580111980934,0.0,0.0,1.1680580111980934,0.07082131010226633,0.0,0.0,0.07082131010226633
1,2,6d2f089b,26907,-112.25529377209571,1.6959595099562688,0.3052852034089253,0.0,0.0,0.3052852034089253,1.2725532067720373,0.0,0.0,1.2725532067720373,0.11812109977530616,0.0,0.0,0.11812109977530616
2,2,6d2f089b,26907,-102.54226557302,1.210308108615401,0.17120423257432904,0.0,0.0,0.17120423257432904,1.039103876041072,0.0,0.0,1.039103876041072,0.0,0.0,0.0,0.0
3,2,6d2f089b,26907,-102.45275144311695,1.2058323935001185,0.17455785207496777,0.0,0.0,0.17455785207496777,1.0312745414251507,0.0,0.0,1.0312745414251507,0.0,0.0,0.0,0.0
4,2,6d2f089b,26907,-103.79920333005477,1.2731549956472483,0.20370442549365886,0.0,0.0,0.20370442549365886,1.0680838907330534,0.0,0.0,1.0680838907330534,0.0013666794205360322,0.0,0.0,0.0013666794205360322
5,2,6d2f089b,26907,-104.84783637497421,1.3255866663268174,0.2227326634543163,0.0,0.0,0.2227326634543163,1.0932958514816515,0.0,0.0,1.0932958514816515,0.00955815139084959,0.0,0.0,0.00955815139084959
6,2,6d2f089b,26907,-112.65058559860088,1.7157241202248126,0.3366779833976834,0.0,0.0,0.3366779833976834,1.252333883373429,0.0,0.0,1.252333883373429,0.12671225345370019,0.0,0.0,0.12671225345370019
7,2,6d2f089b,26907,-119.57255648408572,2.0618226814610168,0.433450256133578,0.0,0.0,0.433450256133578,1.3927270743066595,0.0,0.0,1.3927270743066595,0.235645351020779,0.0,0.0,0.235645351020779
8,2,6d2f089b,26907,-125.75707204751096,2.3710484103480196,0.5185504170451716,0.0,0.0,0.5185504170451716,1.5208254493144222,0.0,0.0,1.5208254493144222,0.33167254398842605,0.0,0.0,0.33167254398842605
9,2,6d2f089b,26907,-129.96760341713593,2.5815749617315973,0.5758603558262283,0.0,0.0,0.5758603558262283,1.6078452681468698,0.0,0.0,1.6078452681468698,0.3978693377584992,0.0,0.0,0.3978693377584992
10,2,6d2f089b,26907,-132.4943687891303,2.70791325544654,0.6088445366018076,0.0,0.0,0.6088445366018076,1.6624879471346548,0.0,0.0,1.6624879471346548,0.43658077171007736,0.0,0.0,0.43658077171007736
11,2,6d2f089b,26907,-132.71688261764456,2.71903895451348,0.6111639775791697,0.0,0.0,0.6111639775791697,1.6719406761065676,0.0,0.0,1.6719406761065676,0.435934300827743,0.0,0.0,0.435934300827743
12,2,6d2f089b,26907,-130.71822019662056,2.619105830039177,0.5826324861761607,0.0,0.0,0.5826324861761607,1.636581887948784,0.0,0.0,1.636581887948784,0.3998914559142326,0.0,0.0,0.3998914559142326
13,2,6d2f089b,26907,-125.49161434610504,2.3577755217153005,0.5097981306671997,0.0,0.0,0.5097981306671997,1.5369192990867913,0.0,0.0,1.5369192990867913,0.31105809196130974,0.0,0.0,0.31105809196130974
14,2,6d2f089b,26907,-115.43427839302925,1.8549087608098056,0.36956034692119655,0.0,0.0,0.36956034692119655,1.3388526789972783,0.0,0.0,1.3388526789972783,0.14649573489133072,0.0,0.0,0.14649573489133072
15,2,6d2f089b,26907,-105.53284161728061,1.3598368911111727,0.22444384469307188,0.0,0.0,0.22444384469307188,1.1292938764163543,0.0,0.0,1.1292938764163543,0.0060991700017465345,0.0,0.0,0.0060991700017465345
16,2,6d2f089b,26907,-102.63049168141298,1.2147194243983546,0.17190908533637272,0.0,0.0,0.17190908533637272,1.0428103390619818,0.0,0.0,1.0428103390619818,0.0,0.0,0.0,0.0
17,2,6d2f089b,26907,-103.61163497754703,1.26377655439205,0.19555163529786324,0.0,0.0,0.19555163529786324,1.0638274681027977,0.0,0.0,1.0638274681027977,0.004397450991389107,0.0,0.0,0.004397450991389107
18,2,6d2f089b,26907,-105.47944766369893,1.3571672082815909,0.22730716064940726,0.0,0.0,0.22730716064940726,1.0933803214321078,0.0,0.0,1.0933803214321078,0.03647972620007578,0.0,0.0,0.03647972620007578
19,2,6d2f089b,26907,-108.18960235196111,1.4926749295768726,0.26529985360568276,0.0,0.0,0.26529985360568276,1.1359247883759844,0.0,0.0,1.1359247883759844,0.09145028759520546,0.0,0.0,0.09145028759520546
20,2,6d2f089b,26907,-111.82593064764514,1.674491345146671,0.3155199551475718,0.0,0.0,0.3155199551475718,1.2042178910905488,0.0,0.0,1.2042178910905488,0.1547534989085504,0.0,0.0,0.1547534989085504
21,2,6d2f089b,26907,-113.20920849783161,1.7436552563736238,0.33617779394181446,0.0,0.0,0.33617779394181446,1.2295304606907227,0.0,0.0,1.2295304606907227,0.17794700174108669,0.0,0.0,0.17794700174108669
22,2,6d2f089b,26907,-113.33622763193019,1.7500061905745348,0.3412790986316667,0.0,0.0,0.3412790986316667,1.2322029554016716,0.0,0.0,1.2322029554016716,0.17652413654119647,0.0,0.0,0.17652413654119647
23,2,6d2f089b,26907,-112.06490789111345,1.6864402157623457,0.32672944766856604,0.0,0.0,0.32672944766856604,1.209996094589166,0.0,0.0,1.209996094589166,0.14971467350461376,0.0,0.0,0.14971467350461376
24,2,6d2f089b,26907,-108.22096414295265,1.4942430147801131,0.2788973018851386,0.0,0.0,0.2788973018851386,1.1331120459731843,0.0,0.0,1.1331120459731843,0.08223366692179024,0.0,0.0,0.08223366692179024
73,3,6d2f089b,26907,-100.47099514914144,1.1067445686584605,0.14172894510283185,0.0,0.0,0.14172894510283185,0.9650156235556286,0.0,0.0,0.9650156235556286,0.0,0.0,0.0,0.0
74,3,6d2f089b,26907,-94.16120923451795,0.791255286104694,0.02790766850034987,0.0,0.0,0.02790766850034987,0.7633476176043441,0.0,0.0,0.7633476176043441,0.0,0.0,0.0,0.0
75,3,6d2f089b,26907,-94.84798797334692,0.8255942405417174,0.04683360263615155,0.0,0.0,0.04683360263615155,0.7787606379055658,0.0,0.0,0.7787606379055658,0.0,0.0,0.0,0.0
76,3,6d2f089b,26907,-95.63872535648403,0.865131104114113,0.0636365521927118,0.0,0.0,0.0636365521927118,0.8014945519214012,0.0,0.0,0.8014945519214012,0.0,0.0,0.0,0.0
77,3,6d2f089b,26907,-98.37333550630034,1.0018615971784,0.12031749332027974,0.0,0.0,0.12031749332027974,0.8815441038581202,0.0,0.0,0.8815441038581202,0.0,0.0,0.0,0.0
78,3,6d2f089b,26907,-102.2572559942353,1.196057637826087,0.1996944553136475,0.0,0.0,0.1996944553136475,0.9963631825124395,0.0,0.0,0.9963631825124395,0.0,0.0,0.0,0.0
79,3,6d2f089b,26907,-109.0610607841313,1.5362478626638654,0.30686471950163363,0.0,0.0,0.30686471950163363,1.1579671904523905,0.0,0.0,1.1579671904523905,0.07141595270984125,0.0,0.0,0.07141595270984125
80,3,6d2f089b,26907,-115.58643530678602,1.8625166047333201,0.3958269184393959,0.0,0.0,0.3958269184393959,1.2948770696055232,0.0,0.0,1.2948770696055232,0.1718126166884011,0.0,0.0,0.1718126166884011
81,3,6d2f089b,26907,-120.1117774929462,2.0887836941665237,0.4575892858436026,0.0,0.0,0.4575892858436026,1.3905131817026202,0.0,0.0,1.3905131817026202,0.24068122662030067,0.0,0.0,0.24068122662030067
82,3,6d2f089b,26907,-122.7802559628,2.2222076167057967,0.4918930541252906,0.0,0.0,0.4918930541252906,1.4501319847562393,0.0,0.0,1.4501319847562393,0.2801825778242666,0.0,0.0,0.2801825778242666
83,3,6d2f089b,26907,-123.41057741954124,2.2537236872456425,0.4981984766398486,0.0,0.0,0.4981984766398486,1.4689057725584511,0.0,0.0,1.4689057725584511,0.286619438047343,0.0,0.0,0.286619438047343
84,3,6d2f089b,26907,-122.2407813590168,2.1952338806927107,0.48088183661533224,0.0,0.0,0.48088183661533224,1.4511861424001182,0.0,0.0,1.4511861424001182,0.2631659016772605,0.0,0.0,0.2631659016772605
85,3,6d2f089b,26907,-116.03257235354776,1.8848234648174003,0.3963236828101273,0.0,0.0,0.3963236828101273,1.331630980177252,0.0,0.0,1.331630980177252,0.15686880183002105,0.0,0.0,0.15686880183002105
86,3,6d2f089b,26907,-107.15911204184658,1.4411504520133804,0.26966037026123457,0.0,0.0,0.26966037026123457,1.1554661373366475,0.0,0.0,1.1554661373366475,0.01602394441549837,0.0,0.0,0.01602394441549837
87,3,6d2f089b,26907,-99.81858631763416,1.0741241453027293,0.12711004368526413,0.0,0.0,0.12711004368526413,0.9470141016174651,0.0,0.0,0.9470141016174651,0.0,0.0,0.0,0.0
88,3,6d2f089b,26907,-96.83938804645373,0.9251642454455644,0.0685561834764592,0.0,0.0,0.0685561834764592,0.8566080619691052,0.0,0.0,0.8566080619691052,0.0,0.0,0.0,0.0
89,3,6d2f089b,26907,-102.23176316209464,1.1947829850393812,0.17684234063588677,0.0,0.0,0.17684234063588677,1.0179406444034944,0.0,0.0,1.0179406444034944,0.0,0.0,0.0,0.0
90,3,6d2f089b,26907,-109.43215655549086,1.554802662892855,0.28195757495438767,0.0,0.0,0.28195757495438767,1.1832869145592606,0.0,0.0,1.1832869145592606,0.0895581733792068,0.0,0.0,0.0895581733792068
91,3,6d2f089b,26907,-113.51337581008234,1.7588636240656752,0.3354072019323153,0.0,0.0,0.3354072019323153,1.2682833778037697,0.0,0.0,1.2682833778037697,0.15517304432959023,0.0,0.0,0.15517304432959023
92,3,6d2f089b,26907,-115.51498718561673,1.8589441671986815,0.3583798808046952,0.0,0.0,0.3583798808046952,1.3141266830851177,0.0,0.0,1.3141266830851177,0.1864376033088686,0.0,0.0,0.1864376033088686
93,3,6d2f089b,26907,-121.1866187486215,2.142525768609479,0.43482801723911435,0.0,0.0,0.43482801723911435,1.4255431971720143,0.0,0.0,1.4255431971720143,0.28215455419835056,0.0,0.0,0.28215455419835056
94,3,6d2f089b,26907,-128.2673742549817,2.496563557557267,0.5342715906544846,0.0,0.0,0.5342715906544846,1.5630337332748905,0.0,0.0,1.5630337332748905,0.39925823362789203,0.0,0.0,0.39925823362789203
95,3,6d2f089b,26907,-127.90771884721039,2.478580767911194,0.5328529498173682,0.0,0.0,0.5328529498173682,1.558005321180795,0.0,0.0,1.558005321180795,0.38772249691303107,0.0,0.0,0.38772249691303107
96,3,6d2f089b,26907,-119.72155423773808,2.0692725616827428,0.4243895245502791,0.0,0.0,0.4243895245502791,1.3933747048808767,0.0,0.0,1.3933747048808767,0.25150833225158675,0.0,0.0,0.25150833225158675
649,4,6d2f089b,26907,-113.23713447801823,1.745051555983777,0.3398728153724493,0.0,0.0,0.3398728153724493,1.2633631190192152,0.0,0.0,1.2633631190192152,0.14181562159211247,0.0,0.0,0.14181562159211247
650,4,6d2f089b,26907,-106.13510947620219,1.3899503152274542,0.24504555917397708,0.0,0.0,0.24504555917397708,1.1195198548215868,0.0,0.0,1.1195198548215868,0.0253849012318903,0.0,0.0,0.0253849012318903
651,4,6d2f089b,26907,-105.99378407005982,1.3828840207353394,0.2483711794790162,0.0,0.0,0.2483711794790162,1.109760863135134,0.0,0.0,1.109760863135134,0.024751978121189344,0.0,0.0,0.024751978121189344
652,4,6d2f089b,26907,-106.97640675884826,1.4320151588145322,0.2625049219515594,0.0,0.0,0.2625049219515594,1.1287033539546216,0.0,0.0,1.1287033539546216,0.040806882908351216,0.0,0.0,0.040806882908351216
653,4,6d2f089b,26907,-110.98002253128148,1.6321959596405988,0.31953559681201527,0.0,0.0,0.31953559681201527,1.206605911289472,0.0,0.0,1.206605911289472,0.10605445153911153,0.0,0.0,0.10605445153911153
654,4,6d2f089b,26907,-117.26632949753278,1.946511322303288,0.40660216494460255,0.0,0.0,0.40660216494460255,1.3327192567821338,0.0,0.0,1.3327192567821338,0.20718990057655162,0.0,0.0,0.20718990057655162
655,4,6d2f089b,26907,-124.88776684815984,2.3275831769062085,0.510876085208178,0.0,0.0,0.510876085208178,1.4888224525849627,0.0,0.0,1.4888224525849627,0.3278846391130681,0.0,0.0,0.3278846391130681
656,4,6d2f089b,26907,-130.24332065204828,2.5953608461420234,0.5854201724103472,0.0,0.0,0.5854201724103472,1.598913670428004,0.0,0.0,1.598913670428004,0.41102700330367226,0.0,0.0,0.41102700330367226
657,4,6d2f089b,26907,-133.96956032102358,2.781672852819214,0.6358392820553436,0.0,0.0,0.6358392820553436,1.6775434333583288,0.0,0.0,1.6775434333583288,0.46829013740554193,0.0,0.0,0.46829013740554193
658,4,6d2f089b,26907,-135.72672093972625,2.869530863627855,0.6588858401022288,0.0,0.0,0.6588858401022288,1.716045590982624,0.0,0.0,1.716045590982624,0.4945994325430023,0.0,0.0,0.4945994325430023
659,4,6d2f089b,26907,-135.83440675738393,2.874915149214803,0.65990612357259,0.0,0.0,0.65990612357259,1.7206232360894596,0.0,0.0,1.7206232360894596,0.49438578955275325,0.0,0.0,0.49438578955275325
660,4,6d2f089b,26907,-133.2290222480515,2.7446459276936395,0.6251481743976668,0.0,0.0,0.6251481743976668,1.6692220830920288,0.0,0.0,1.6692220830920288,0.4502756702039441,0.0,0.0,0.4502756702039441
661,4,6d2f089b,26907,-126.65285942461652,2.415837774183913,0.5356963096991596,0.0,0.0,0.5356963096991596,1.5404104786971013,0.0,0.0,1.5404104786971013,0.33973098578765226,0.0,0.0,0.33973098578765226
662,4,6d2f089b,26907,-115.75836677861682,1.8711131528143798,0.3845837789532436,0.0,0.0,0.3845837789532436,1.3232307032280672,0.0,0.0,1.3232307032280672,0.16329867063306902,0.0,0.0,0.16329867063306902
663,4,6d2f089b,26907,-105.62034675207023,1.3642121507861067,0.24128560804984978,0.0,0.0,0.24128560804984978,1.1103021794619419,0.0,0.0,1.1103021794619419,0.012624363274315042,0.0,0.0,0.012624363274315042
664,4,6d2f089b,26907,-109.84387069360068,1.5753883385813736,0.2967883745815967,0.0,0.0,0.2967883745815967,1.1887081273108169,0.0,0.0,1.1887081273108169,0.08989183668896006,0.0,0.0,0.08989183668896006
665,4,6d2f089b,26907,-119.66295645699282,2.0663426499221518,0.4249665607859643,0.0,0.0,0.4249665607859643,1.3827672174907593,0.0,0.0,1.3827672174907593,0.25860887164542823,0.0,0.0,0.25860887164542823
666,4,6d2f089b,26907,-126.25357418927372,2.395873558196248,0.5101227333383487,0.0,0.0,0.5101227333383487,1.5137012170711508,0.0,0.0,1.5137012170711508,0.3720496077867481,0.0,0.0,0.3720496077867481
667,4,6d2f089b,26907,-130.20940258222583,2.5936649701175716,0.5613137311555918,0.0,0.0,0.5613137311555918,1.5917042800528718,0.0,0.0,1.5917042800528718,0.44064695890910777,0.0,0.0,0.44064695890910777
668,4,6d2f089b,26907,-133.69553546756492,2.7679715679585795,0.6067908743498367,0.0,0.0,0.6067908743498367,1.665473541627724,0.0,0.0,1.665473541627724,0.4957071519810188,0.0,0.0,0.4957071519810188
669,4,6d2f089b,26907,-135.1462719554692,2.840508450219925,0.6300222140532508,0.0,0.0,0.6300222140532508,1.6935357197011873,0.0,0.0,1.6935357197011873,0.5169505164654866,0.0,0.0,0.5169505164654866
670,4,6d2f089b,26907,-134.87620378590498,2.827005005932724,0.6322486620864198,0.0,0.0,0.6322486620864198,1.6851765550858662,0.0,0.0,1.6851765550858662,0.5095797887604379,0.0,0.0,0.5095797887604379
671,4,6d2f089b,26907,-131.01818043832523,2.6341038354680366,0.5876883855452586,0.0,0.0,0.5876883855452586,1.6038121917169963,0.0,0.0,1.6038121917169963,0.44260325820578195,0.0,0.0,0.44260325820578195
672,4,6d2f089b,26907,-118.45625539226322,2.006007613343982,0.4225429758571597,0.0,0.0,0.4225429758571597,1.3493814932442747,0.0,0.0,1.3493814932442747,0.23408314424254795,0.0,0.0,0.23408314424254795
73,5,6d2f089b,26907,-100.47099514914144,1.1067445686584605,0.14172894510283185,0.0,0.0,0.14172894510283185,0.9650156235556286,0.0,0.0,0.9650156235556286,0.0,0.0,0.0,0.0
74,5,6d2f089b,26907,-94.16120923451795,0.791255286104694,0.02790766850034987,0.0,0.0,0.02790766850034987,0.7633476176043441,0.0,0.0,0.7633476176043441,0.0,0.0,0.0,0.0
75,5,6d2f089b,26907,-94.84798797334692,0.8255942405417174,0.04683360263615155,0.0,0.0,0.04683360263615155,0.7787606379055658,0.0,0.0,0.7787606379055658,0.0,0.0,0.0,0.0
76,5,6d2f089b,26907,-95.63872535648403,0.865131104114113,0.0636365521927118,0.0,0.0,0.0636365521927118,0.8014945519214012,0.0,0.0,0.8014945519214012,0.0,0.0,0.0,0.0
77,5,6d2f089b,26907,-98.37333550630034,1.0018615971784,0.12031749332027974,0.0,0.0,0.12031749332027974,0.8815441038581202,0.0,0.0,0.8815441038581202,0.0,0.0,0.0,0.0
78,5,6d2f089b,26907,-102.2572559942353,1.196057637826087,0.1996944553136475,0.0,0.0,0.1996944553136475,0.9963631825124395,0.0,0.0,0.9963631825124395,0.0,0.0,0.0,0.0
79,5,6d2f089b,26907,-109.0610607841313,1.5362478626638654,0.30686471950163363,0.0,0.0,0.30686471950163363,1.1579671904523905,0.0,0.0,1.1579671904523905,0.07141595270984125,0.0,0.0,0.07141595270984125
80,5,6d2f089b,26907,-115.58643530678602,1.8625166047333201,0.3958269184393959,0.0,0.0,0.3958269184393959,1.2948770696055232,0.0,0.0,1.2948770696055232,0.1718126166884011,0.0,0.0,0.1718126166884011
81,5,6d2f089b,26907,-120.1117774929462,2.0887836941665237,0.4575892858436026,0.0,0.0,0.4575892858436026,1.3905131817026202,0.0,0.0,1.3905131817026202,0.24068122662030067,0.0,0.0,0.24068122662030067
